fpr,tpr,threshold
0.58,0.6796,0.4288
0.5825,0.6796,0.4286
0.5825,0.6946,0.4266
0.5875,0.6946,0.4263
0.5875,0.7006,0.4261
0.595,0.7006,0.4252
0.595,0.7066,0.4249
0.5975,0.7066,0.4249
0.5975,0.7096,0.4243
0.6025,0.7096,0.4241
0.6025,0.7126,0.424
0.6075,0.7126,0.4237
0.6075,0.7156,0.4236
0.6175,0.7156,0.4231
0.6175,0.7246,0.4222
0.6225,0.7246,0.4213
0.6225,0.7275,0.4212
0.625,0.7275,0.4209
0.625,0.7305,0.4205
0.63,0.7305,0.4201
0.63,0.7335,0.4199
0.635,0.7335,0.4199
0.635,0.7365,0.4197
0.65,0.7365,0.4187
0.65,0.7545,0.4163
0.655,0.7545,0.4161
0.655,0.7575,0.416
0.6625,0.7575,0.4147
0.6625,0.7605,0.4143
0.6675,0.7605,0.4143
0.6675,0.7635,0.4142
0.6725,0.7635,0.4136
0.6725,0.7665,0.4135
0.675,0.7665,0.4134
0.675,0.7695,0.4128
0.68,0.7695,0.4127
0.68,0.7754,0.4124
0.6825,0.7754,0.4124
0.6825,0.7814,0.4123
0.685,0.7814,0.4121
0.685,0.7844,0.412
0.69,0.7844,0.4118
0.69,0.7874,0.4111
0.7075,0.7874,0.4095
0.7075,0.7904,0.4095
0.7125,0.7904,0.4092
0.7125,0.7934,0.409
0.72,0.7934,0.4084
0.72,0.7964,0.4075
0.7225,0.7964,0.4074
0.7225,0.8054,0.4068
0.7325,0.8054,0.4059
0.7325,0.8114,0.4056
0.735,0.8114,0.4053
0.735,0.8144,0.4051
0.74,0.8144,0.4041
0.74,0.8234,0.4035
0.7525,0.8234,0.4022
0.7525,0.8263,0.4022
0.755,0.8263,0.4015
0.755,0.8323,0.4015
0.765,0.8323,0.4007
0.765,0.8353,0.4004
0.77,0.8353,0.4001
0.77,0.8383,0.3997
0.7775,0.8383,0.3994
0.7775,0.8413,0.3993
0.78,0.8413,0.3993
0.78,0.8473,0.3987
0.7825,0.8473,0.3986
0.7825,0.8503,0.3981
0.785,0.8503,0.3975
0.785,0.8533,0.3969
0.7975,0.8533,0.396
0.7975,0.8563,0.3958
0.8,0.8563,0.3956
0.8,0.8683,0.3946
0.815,0.8683,0.3943
0.815,0.8713,0.3942
0.8225,0.8713,0.3931
0.8225,0.8743,0.3927
0.835,0.8743,0.3917
0.835,0.8772,0.3916
0.8425,0.8772,0.3912
0.8425,0.8832,0.3906
0.845,0.8832,0.3901
0.845,0.8862,0.3899
0.8525,0.8862,0.3891
0.8525,0.8892,0.3889
0.855,0.8892,0.3885
0.855,0.8922,0.3884
0.86,0.8922,0.3876
0.86,0.8982,0.3863
0.87,0.8982,0.3853
0.87,0.9012,0.3851
0.8725,0.9012,0.385
0.8725,0.9042,0.385
0.875,0.9042,0.3847
0.875,0.9072,0.3841
0.8775,0.9072,0.3836
0.8775,0.9162,0.3831
0.8825,0.9162,0.3829
0.8825,0.9222,0.3824
0.895,0.9222,0.3813
0.895,0.9251,0.3812
0.9025,0.9251,0.3793
0.9025,0.9341,0.3775
0.91,0.9341,0.3765
0.91,0.9371,0.3762
0.9125,0.9371,0.3761
0.9125,0.9401,0.3761
0.9275,0.9401,0.374
0.9275,0.9431,0.3736
0.9325,0.9431,0.3733
0.9325,0.9491,0.3711
0.9425,0.9491,0.3676
0.9425,0.9521,0.3673
0.965,0.9521,0.3605
0.965,0.9611,0.3582
0.9675,0.9611,0.3565
0.9675,0.9641,0.3554
0.97,0.9641,0.3519
0.97,0.9731,0.3501
0.9725,0.9731,0.3483
0.9725,0.976,0.348
0.975,0.976,0.3476
0.975,0.979,0.347
0.9775,0.979,0.3465
0.9775,0.982,0.3463
0.98,0.982,0.3459
0.98,0.988,0.3418
0.985,0.988,0.3371
0.985,0.991,0.3351
0.99,0.991,0.3339
0.99,0.994,0.3304
0.995,0.994,0.3244
0.995,1.0,0.3211
1.0,1.0,0.316
