target,feature,family,verdict,mean_logloss_improvement,fold_1,fold_2,fold_3,fold_4
over,combined_prevention_form_5g,recent_form,REMOVE,-0.0001109151994824753,-0.0001930057463964685,-5.46560154235376e-06,-0.0003221930630051828,7.700361301410386e-05
over,run_environment_form_5g,recent_form,REMOVE,-9.628530794200674e-05,-0.00024550919704402485,-4.3534909747067196e-05,-0.00024595243517100407,0.00014985531019406917
over,combined_scoring_form_10g,recent_form,REMOVE,-0.00025711051027987875,-0.0006477460611999941,-0.0005691302607100379,-0.000510226209156639,0.000698660489947156
over,combined_prevention_form_10g,recent_form,REMOVE,-0.00020880978294485208,-0.0001787482949857644,-0.00041359221677217395,-0.0005129824181397957,0.0002700837981183257
over,run_environment_form_10g,recent_form,REMOVE,-0.00015106974874237733,-2.2160640938739817e-05,-0.00029952375005404264,-0.00038689692921733965,0.00010430232524061278
over,combined_scoring_form_30g,recent_form,REMOVE,-6.489107963458807e-05,1.997033727119124e-05,-0.0006263971026577719,-0.0003742139966670388,0.0007210764435152672
over,combined_prevention_form_30g,recent_form,REMOVE,-0.00023337869840867054,-0.0005995088823933514,-0.000255310786386187,-0.0003626096881943486,0.00028391456333920484
over,run_environment_form_30g,recent_form,REMOVE,-0.00011425406583023823,-0.000414847507557492,-0.00012404587137127,-0.0004544395834046311,0.0005363166990124402
over,rest_advantage,recent_form,REMOVE,-0.0002524709899018318,-0.0005930850356177242,-0.00031529828801968307,-0.00018646918777187604,8.496855180195606e-05
over,market_home_logit,market_derived,REMOVE,-9.389618771565855e-05,-0.00011541079131649479,-7.044025026403666e-05,-0.00041414832359820686,0.0002244146143161041
over,market_favorite_strength,market_derived,REMOVE,-0.00011804572245063816,-3.2736789283949186e-05,2.7997437825444393e-05,-0.0005769696670652191,0.00010952612872117129
