batter_id,year,avg_exit_velo,at_bats,avg_launch_angle
656582,2024,80.20364683301344,521,18.42528735632184
656582,2025,83.70476190476191,105,16.590476190476192
656627,2024,88.05,2,45.0
656627,2025,,0,
656666,2024,104.1,1,25.0
656669,2024,82.06666666666666,12,19.166666666666668
656716,2024,82.60262008733625,458,20.62663755458515
656716,2025,80.14722222222223,756,19.784391534391535
656775,2024,80.77794117647059,748,25.377837116154872
656775,2025,80.80153846153846,715,24.96931659693166
656811,2024,84.47391304347826,713,14.534361851332399
656811,2025,83.15261744966442,745,15.916778523489933
656883,2024,83.74375,16,21.4375
656883,2025,83.5,1,-13.0
656896,2024,82.44635416666667,384,15.372395833333334
656896,2025,81.50988372093023,172,18.448275862068964
656941,2024,86.99407806191117,743,17.633064516129032
656941,2025,87.49987864077669,824,19.517575757575756
656976,2024,84.8448087431694,183,15.207650273224044
656976,2025,83.33796033994334,353,16.152974504249293
657041,2024,83.12875175315568,713,19.10909090909091
657041,2025,83.02849162011174,179,23.223463687150836
657061,2024,82.74179104477612,67,15.507462686567164
657077,2024,82.14622844827586,928,13.516163793103448
657077,2025,84.34981684981685,273,15.717948717948717
657088,2024,78.44864864864864,37,8.405405405405405
657088,2025,82.0,6,27.833333333333332
657136,2024,80.73460365853659,656,18.871951219512194
657136,2025,79.6375,256,17.2890625
657193,2024,81.30833333333334,24,10.666666666666666
657247,2024,84.88461538461539,13,2.8461538461538463
657247,2025,87.4625,8,5.375
657557,2024,82.09661538461539,650,20.986175115207374
657557,2025,81.60604026845637,298,23.348993288590606
657656,2024,82.66530120481927,415,15.874698795180723
657656,2025,84.03496932515338,652,16.699386503067483
657709,2024,69.925,4,32.5
657757,2024,82.1415014164306,706,17.77903682719547
657757,2025,84.68650472334683,741,19.172739541160595
658668,2024,81.69731543624161,298,15.602006688963211
659359,2024,74.3,1,36.0
660162,2024,81.4234375,64,10.569230769230769
660162,2025,82.31728395061728,324,19.089506172839506
660271,2024,86.46082474226804,970,18.483007209062823
660271,2025,87.40458612975391,894,16.639821029082775
660294,2024,,0,
660613,2025,,0,
660634,2024,,0,
660636,2024,74.425,8,-13.125
660644,2024,78.96249999999999,392,14.426020408163266
660644,2025,83.55496183206107,131,13.938931297709924
660670,2024,84.1356401384083,289,18.924657534246574
660670,2025,83.48841698841699,518,15.678227360308286
660688,2024,81.28699861687413,723,18.27900552486188
660688,2025,82.76206030150755,398,13.636591478696742
660707,2024,82.84310344827587,348,19.100574712643677
660710,2025,83.43333333333332,6,36.666666666666664
660757,2024,93.16666666666667,9,9.444444444444445
660757,2025,83.94814814814815,108,13.660550458715596
660758,2024,76.3,11,44.0
660766,2024,80.3568306010929,366,16.795640326975477
660766,2025,79.17333333333333,15,17.6
660821,2024,84.38683473389355,714,13.686713286713287
660821,2025,84.44938080495356,646,16.520123839009287
660829,2024,80.47500000000001,12,7.0
660844,2024,79.49578947368421,95,14.51578947368421
660844,2025,81.27884615384616,156,17.21019108280255
661388,2024,85.86993006993006,858,11.388824214202561
661388,2025,85.03448275862068,870,12.18213058419244
661411,2024,66.7,2,47.5
661531,2024,78.21666666666667,96,21.979166666666668
661733,2024,73.1,2,-5.0
662139,2024,80.52467343976778,689,24.269956458635704
662139,2025,83.13647798742139,477,24.81419624217119
663330,2024,79.91846153846154,65,18.384615384615383
663330,2025,85.3139175257732,194,18.34536082474227
663368,2024,81.2951219512195,492,18.083333333333332
663368,2025,82.28768472906404,203,11.764705882352942
663457,2024,84.5683870967742,465,12.532188841201716
663457,2025,84.42960339943343,706,21.41018387553041
663494,2024,97.7,1,19.0
663527,2024,82.60739726027397,365,14.655737704918034
663536,2025,81.9560975609756,41,14.268292682926829
663538,2024,80.87367864693447,946,16.12038014783527
663538,2025,82.08671952428146,1009,18.036633663366338
663550,2024,84.96601941747574,103,13.427184466019417
663584,2024,104.7,1,16.0
663584,2025,82.6757894736842,95,13.51578947368421
663586,2024,85.53888888888889,612,19.538336052202283
663586,2025,84.7429268292683,615,20.646103896103895
663604,2024,76.47241379310344,29,14.89655172413793
663604,2025,79.48363636363636,220,10.50909090909091
663609,2024,85.55384615384615,65,23.06153846153846
663609,2025,82.74126984126984,63,18.873015873015873
663611,2024,79.21363636363637,154,12.14935064935065
663616,2024,84.63744769874477,478,12.259414225941423
663616,2025,84.93120356612184,673,12.864985163204748
663624,2024,83.06028460543338,773,18.2984496124031
663624,2025,83.44424603174603,504,16.041666666666668
663630,2024,76.69166666666666,24,25.208333333333332
663647,2024,83.5312962962963,540,13.478821362799263
