game_pk,pitcher,game_date,team,bf,k,bb,hbp,hr,hits,fb,bip,outs,runs,close_outs,pitches,is_starter
776650,676571,2025-08-21,WSH,3,1,0,0,0,0,0,2,3.0,0,3.0,13,False
776650,678606,2025-08-21,WSH,5,3,0,0,0,1,0,2,4.0,0,1.0,28,False
776650,690925,2025-08-21,WSH,3,0,0,0,0,0,0,3,3.0,0,3.0,11,False
776651,518489,2025-08-21,CHC,6,1,1,0,0,3,2,4,3.0,2,2.0,23,False
776651,519141,2025-08-21,CHC,4,1,0,0,0,1,0,3,3.0,0,0.0,17,False
776651,656730,2025-08-21,MIL,4,1,0,0,0,1,1,3,3.0,0,0.0,19,False
776651,657649,2025-08-21,MIL,3,1,1,0,0,0,0,1,3.0,0,3.0,11,False
776651,681982,2025-08-21,MIL,4,1,0,0,0,1,1,3,3.0,0,3.0,16,False
776651,682842,2025-08-21,MIL,5,1,2,0,0,0,0,2,3.0,0,0.0,27,False
776651,682990,2025-08-21,MIL,21,4,5,1,0,3,1,11,13.0,0,13.0,95,True
776651,683232,2025-08-21,MIL,2,0,0,0,0,0,2,2,2.0,1,2.0,4,False
776651,684007,2025-08-21,CHC,25,5,2,0,1,3,8,18,21.0,2,21.0,98,True
776652,472610,2025-08-20,LAA,3,1,0,0,0,0,1,2,3.0,0,3.0,14,False
776652,579328,2025-08-20,LAA,27,4,0,0,0,7,5,22,21.0,1,21.0,88,True
776652,605130,2025-08-20,CIN,3,2,0,0,0,0,0,1,3.0,0,3.0,12,False
776652,607259,2025-08-20,CIN,23,7,1,2,1,2,6,13,18.0,1,18.0,90,True
776652,608718,2025-08-20,CIN,1,1,0,0,0,0,0,0,1.0,0,1.0,6,False
776652,668933,2025-08-20,CIN,6,0,1,0,0,3,0,5,2.0,1,2.0,21,False
776652,672282,2025-08-20,LAA,4,2,1,0,0,0,0,1,3.0,0,3.0,13,False
776653,541640,2025-08-21,MIN,6,0,0,0,0,2,1,6,4.0,0,0.0,25,False
776653,543859,2025-08-21,MIN,9,2,1,0,1,3,3,6,5.0,2,0.0,32,False
776653,570632,2025-08-21,MIN,27,3,2,2,0,7,8,20,15.0,6,5.0,96,True
776653,621139,2025-08-21,MIN,3,1,0,0,0,0,1,2,3.0,0,0.0,10,False
776653,641386,2025-08-21,ATH,3,2,0,0,0,0,1,1,3.0,0,0.0,15,False
776653,674370,2025-08-21,ATH,11,4,0,0,0,2,3,7,9.0,1,0.0,44,False
776653,678022,2025-08-21,ATH,22,2,4,1,0,3,7,15,15.0,2,3.0,90,True
776654,458677,2025-08-21,BOS,4,1,2,0,0,1,1,1,1.0,1,1.0,21,False
776654,547973,2025-08-21,BOS,3,0,0,0,0,0,1,3,3.0,0,0.0,14,False
776654,571927,2025-08-21,BOS,3,1,0,0,0,1,1,2,2.0,0,2.0,13,False
776654,596133,2025-08-21,NYY,6,1,2,0,0,2,0,3,2.0,1,2.0,32,False
776654,608337,2025-08-21,BOS,22,4,3,0,1,5,6,15,14.0,2,14.0,97,True
776654,643410,2025-08-21,NYY,2,0,0,0,0,0,1,2,2.0,0,2.0,6,False
776654,657612,2025-08-21,NYY,5,1,1,0,0,1,0,3,3.0,0,3.0,22,False
776654,660787,2025-08-21,NYY,6,0,0,0,1,1,2,6,4.0,2,3.0,16,False
776654,661563,2025-08-21,NYY,24,3,5,0,0,4,8,16,15.0,1,15.0,93,True
776654,666808,2025-08-21,NYY,4,0,1,0,0,2,0,3,1.0,1,1.0,13,False
776654,669711,2025-08-21,BOS,5,0,0,0,0,1,1,5,4.0,0,4.0,23,False
776654,676477,2025-08-21,BOS,3,0,0,0,0,0,1,3,3.0,0,3.0,7,False
776655,595345,2025-08-21,HOU,5,2,0,0,0,0,0,3,5.0,1,0.0,14,False
776655,656686,2025-08-21,BAL,4,0,0,0,0,1,0,4,3.0,0,0.0,8,False
776655,664991,2025-08-21,BAL,9,0,1,0,0,2,1,8,6.0,0,0.0,37,False
776655,669920,2025-08-21,HOU,25,3,1,0,1,8,7,21,16.0,1,3.0,91,True
776655,672391,2025-08-21,HOU,4,1,1,0,0,0,0,2,3.0,0,0.0,16,False
776655,682274,2025-08-21,BAL,2,1,0,0,0,0,1,1,2.0,0,0.0,8,False
776655,687064,2025-08-21,BAL,27,1,2,0,2,9,8,24,16.0,7,5.0,84,True
776655,687911,2025-08-21,HOU,5,1,1,0,0,1,1,3,3.0,0,0.0,20,False
776656,593974,2025-08-20,SD,3,2,0,0,0,0,0,1,3.0,0,0.0,14,False
776656,663941,2025-08-20,SF,15,4,1,0,1,2,6,10,12.0,1,0.0,53,False
776656,664192,2025-08-20,SF,4,1,0,0,1,1,2,3,2.0,3,0.0,18,False
776656,673513,2025-08-20,SD,4,1,2,0,0,0,1,1,2.0,0,0.0,18,False
776656,676130,2025-08-20,SF,4,1,0,0,0,2,1,3,3.0,1,0.0,15,False
776656,676664,2025-08-20,SD,23,2,1,0,1,4,9,20,18.0,1,9.0,93,True
776656,688158,2025-08-20,SD,4,1,0,0,0,0,0,3,4.0,0,0.0,14,False
776656,694738,2025-08-20,SF,14,2,2,0,2,5,4,10,7.0,3,7.0,65,True
776657,543056,2025-08-21,TEX,3,0,1,0,0,0,2,2,2.0,1,2.0,15,False
776657,547179,2025-08-21,KC,25,6,1,1,0,9,5,17,13.0,4,12.0,89,True
776657,571578,2025-08-21,TEX,19,2,2,0,1,7,7,15,11.0,4,11.0,77,True
776657,608032,2025-08-21,KC,3,1,0,0,0,0,2,2,3.0,0,3.0,13,False
776657,657097,2025-08-21,TEX,6,0,1,0,1,1,3,5,4.0,1,3.0,21,False
776657,663738,2025-08-21,KC,3,1,0,1,0,1,0,1,1.0,0,1.0,9,False
776657,664199,2025-08-21,KC,3,2,0,0,0,0,0,1,3.0,0,3.0,17,False
776657,670167,2025-08-21,KC,2,1,0,0,0,0,0,1,2.0,0,2.0,7,False
776657,672582,2025-08-21,KC,4,1,0,0,0,0,1,3,5.0,0,5.0,15,False
776657,676395,2025-08-21,TEX,4,1,1,0,0,0,1,2,3.0,0,3.0,11,False
776657,681168,2025-08-21,TEX,8,3,3,0,0,1,0,2,4.0,0,4.0,39,False
776658,595928,2025-08-20,AZ,4,2,1,0,0,0,0,1,4.0,0,4.0,18,False
776658,666661,2025-08-20,AZ,4,2,0,0,0,1,1,2,3.0,0,3.0,21,False
776658,670036,2025-08-20,CLE,2,0,0,0,0,1,1,2,3.0,1,3.0,3,False
776658,671922,2025-08-20,CLE,5,1,0,0,1,1,3,4,4.0,1,4.0,18,False
776658,683769,2025-08-20,CLE,3,0,0,0,0,0,2,3,3.0,0,3.0,12,False
776658,685314,2025-08-20,AZ,2,1,0,0,0,0,0,1,2.0,0,2.0,9,False
776658,694297,2025-08-20,AZ,28,5,1,1,0,5,2,21,21.0,2,21.0,102,True
776658,800048,2025-08-20,CLE,26,6,1,0,0,7,3,19,20.0,1,20.0,83,True
776659,642397,2025-08-20,NYM,4,0,0,0,0,1,3,4,3.0,0,3.0,14,False
776659,643511,2025-08-20,NYM,2,0,0,0,0,0,0,2,3.0,0,3.0,6,False
776659,657585,2025-08-20,NYM,4,1,1,0,0,0,0,2,3.0,0,3.0,12,False
776659,669371,2025-08-20,WSH,4,0,1,0,0,0,1,3,2.0,0,2.0,20,False
776659,673540,2025-08-20,NYM,24,4,2,0,1,6,2,17,15.0,5,10.0,84,True
776659,678606,2025-08-20,WSH,3,0,0,0,0,1,0,3,3.0,0,3.0,7,False
776659,690925,2025-08-20,WSH,3,0,0,0,0,0,1,3,3.0,0,3.0,9,False
776659,695418,2025-08-20,WSH,23,4,2,0,1,7,2,17,16.0,4,12.0,92,True
776659,829272,2025-08-20,WSH,3,1,0,0,0,0,1,2,3.0,0,3.0,10,False
776660,623474,2025-08-20,COL,3,1,0,0,0,0,0,2,3.0,0,0.0,7,False
776660,660271,2025-08-20,LAD,20,3,0,0,0,9,4,17,12.0,5,10.0,66,True
776660,676263,2025-08-20,LAD,6,1,0,0,0,3,1,5,3.0,2,0.0,17,False
776660,677955,2025-08-20,COL,6,1,0,0,0,2,1,5,3.0,2,0.0,19,False
776660,678821,2025-08-20,COL,3,2,0,0,0,0,1,1,3.0,0,0.0,10,False
776660,683618,2025-08-20,LAD,5,0,0,0,0,2,3,5,3.0,0,0.0,9,False
776660,685299,2025-08-20,COL,24,3,1,1,1,4,7,19,18.0,1,12.0,92,True
776660,801434,2025-08-20,LAD,9,2,1,0,0,2,1,6,6.0,1,0.0,32,False
776661,605135,2025-08-20,TOR,25,10,2,0,0,6,2,13,17.0,2,17.0,108,True
776661,622554,2025-08-20,TOR,4,1,1,0,0,0,0,2,4.0,0,4.0,19,False
776661,642701,2025-08-20,PIT,3,1,0,0,0,0,2,2,3.0,0,3.0,8,False
776661,663893,2025-08-20,TOR,4,0,1,0,0,2,0,3,2.0,0,2.0,18,False
776661,670912,2025-08-20,PIT,19,6,1,1,1,2,7,11,15.0,1,15.0,75,True
776661,676755,2025-08-20,PIT,4,1,0,1,0,0,1,2,3.0,0,3.0,14,False
776661,680755,2025-08-20,TOR,2,1,0,1,0,0,0,0,1.0,0,1.0,10,False
776661,693312,2025-08-20,PIT,6,0,0,0,0,1,2,6,6.0,0,6.0,20,False
776662,502085,2025-08-20,PHI,4,1,1,0,1,1,1,2,2.0,1,2.0,16,False
776662,605452,2025-08-20,PHI,4,2,0,0,0,1,0,2,3.0,0,0.0,12,False
776662,621237,2025-08-20,PHI,3,1,0,0,0,0,0,2,3.0,0,0.0,14,False
776662,621383,2025-08-20,PHI,1,1,0,0,0,0,0,0,1.0,0,1.0,4,False
776662,622491,2025-08-20,SEA,22,2,2,0,1,10,3,18,12.0,3,12.0,88,True
776662,642048,2025-08-20,SEA,7,0,1,1,0,4,0,5,1.0,5,1.0,22,False
776662,657571,2025-08-20,SEA,4,0,1,0,0,1,0,3,2.0,0,2.0,18,False
776662,660825,2025-08-20,SEA,4,1,0,0,0,2,0,3,2.0,0,2.0,17,False
776662,666200,2025-08-20,PHI,21,12,0,0,1,3,4,9,18.0,1,18.0,89,True
776662,666374,2025-08-20,SEA,2,1,0,0,0,0,1,1,2.0,0,2.0,10,False
776662,666659,2025-08-20,SEA,9,1,1,0,1,3,4,7,5.0,3,0.0,39,False
776663,571946,2025-08-20,MIL,4,2,0,0,0,1,1,2,3.0,0,3.0,18,False
776663,573204,2025-08-20,CHC,5,2,0,0,0,1,1,3,4.0,1,4.0,17,False
776663,607067,2025-08-20,CHC,24,3,5,0,0,3,4,16,17.0,1,17.0,96,True
776663,641745,2025-08-20,CHC,3,1,0,0,0,0,0,2,3.0,0,3.0,10,False
776663,657649,2025-08-20,MIL,4,0,0,0,1,2,2,4,3.0,1,3.0,18,False
776663,682842,2025-08-20,MIL,3,1,0,0,0,0,1,2,3.0,0,3.0,6,False
776663,683232,2025-08-20,MIL,3,1,0,0,0,0,2,2,3.0,0,3.0,9,False
776663,694037,2025-08-20,CHC,7,2,2,0,0,2,0,3,3.0,1,3.0,28,False
776663,694819,2025-08-20,MIL,16,5,3,0,0,1,3,8,12.0,3,12.0,78,True
776664,596133,2025-08-20,NYY,5,2,0,0,1,1,1,3,4.0,1,3.0,20,False
776664,642207,2025-08-20,NYY,5,3,0,0,0,2,0,2,3.0,1,3.0,24,False
776664,643377,2025-08-20,TB,5,2,0,0,1,2,2,3,3.0,1,1.0,19,False
776664,656876,2025-08-20,TB,23,6,2,0,2,5,6,15,18.0,2,18.0,91,True
776664,664126,2025-08-20,TB,5,1,0,0,2,2,1,4,3.0,3,0.0,22,False
776664,669438,2025-08-20,TB,3,1,0,0,0,0,0,2,3.0,0,3.0,11,False
776664,670280,2025-08-20,NYY,6,3,1,0,0,2,1,2,3.0,2,3.0,27,False
776664,670955,2025-08-20,TB,3,3,0,0,0,0,0,0,3.0,0,3.0,15,False
776664,693645,2025-08-20,NYY,23,8,2,0,0,1,3,13,20.0,0,20.0,95,True
776665,547184,2025-08-20,ATH,3,0,0,0,0,1,2,3,2.0,0,2.0,18,False
776665,621053,2025-08-20,ATH,4,0,1,0,0,0,1,3,3.0,0,3.0,19,False
776665,621139,2025-08-20,MIN,4,2,1,0,0,1,0,1,2.0,0,2.0,16,False
776665,623437,2025-08-20,MIN,6,1,2,0,0,1,1,3,3.0,0,3.0,24,False
776665,641927,2025-08-20,MIN,21,7,1,0,1,3,4,13,17.0,2,17.0,82,True
776665,650893,2025-08-20,MIN,5,2,0,0,1,1,2,3,4.0,2,4.0,20,False
776665,656794,2025-08-20,ATH,6,0,0,0,0,1,0,5,6.0,0,6.0,24,False
776665,663485,2025-08-20,MIN,3,1,0,0,0,0,0,2,3.0,0,3.0,17,False
776665,663687,2025-08-20,ATH,3,1,1,0,0,0,0,1,2.0,0,2.0,18,False
776665,665660,2025-08-20,ATH,6,0,1,0,0,2,0,5,3.0,0,3.0,20,False
776665,669372,2025-08-20,ATH,22,5,2,0,0,7,2,15,14.0,2,14.0,81,True
776665,681892,2025-08-20,MIN,2,0,1,0,0,0,0,1,1.0,0,1.0,7,False
776666,542888,2025-08-20,TEX,7,3,1,0,0,2,2,3,4.0,0,4.0,31,False
776666,571948,2025-08-20,TEX,4,1,0,0,0,0,0,3,4.0,0,1.0,19,False
776666,656641,2025-08-20,TEX,12,4,1,0,0,1,4,7,10.0,0,10.0,43,False
776666,663738,2025-08-20,KC,3,0,0,0,0,1,2,3,2.0,0,2.0,11,False
776666,664199,2025-08-20,KC,5,0,0,0,0,1,0,4,4.0,0,4.0,15,False
776666,668674,2025-08-20,KC,3,0,1,0,0,2,0,2,1.0,1,1.0,12,False
776666,669674,2025-08-20,KC,12,1,1,0,0,5,1,10,6.0,3,5.0,42,False
776666,676961,2025-08-20,TEX,16,1,3,0,1,5,4,12,9.0,3,9.0,69,True
776666,702070,2025-08-20,KC,20,5,3,0,1,3,5,12,14.0,2,14.0,89,True
776667,592094,2025-08-19,SD,3,1,0,0,0,0,1,2,3.0,0,0.0,16,False
776667,601713,2025-08-19,SD,24,10,2,1,1,3,6,11,18.0,1,15.0,109,True
776667,657424,2025-08-19,SF,1,0,0,0,0,0,1,1,1.0,0,0.0,5,False
776667,663158,2025-08-19,SD,3,0,0,0,0,0,2,3,3.0,0,0.0,10,False
776667,670970,2025-08-19,SD,4,1,0,0,0,1,1,3,3.0,0,0.0,12,False
776667,678906,2025-08-19,SF,17,4,1,2,0,3,2,10,10.0,2,10.0,80,True
776667,693313,2025-08-19,SF,13,3,1,0,0,3,2,9,9.0,1,0.0,54,False
776667,702352,2025-08-19,SF,7,0,1,0,0,3,0,6,4.0,2,2.0,24,False
776668,445276,2025-08-19,LAA,6,1,1,1,0,2,2,3,3.0,2,3.0,22,False
776668,543294,2025-08-19,LAA,26,3,3,0,1,8,6,20,18.0,4,14.0,93,True
776668,605177,2025-08-19,LAA,3,0,0,0,0,1,1,3,3.0,0,0.0,8,False
776668,663574,2025-08-19,CIN,3,2,0,0,0,0,1,1,3.0,0,3.0,12,False
776668,666171,2025-08-19,LAA,3,2,0,0,0,0,1,1,3.0,0,3.0,12,False
776668,668881,2025-08-19,CIN,25,12,0,0,1,6,4,13,19.0,2,13.0,98,True
776668,668933,2025-08-19,CIN,4,1,0,0,0,2,0,3,2.0,1,2.0,14,False
776668,682825,2025-08-19,CIN,4,0,1,0,1,1,1,3,3.0,1,3.0,22,False
776669,527048,2025-08-20,CWS,20,5,0,0,0,3,6,15,16.0,1,16.0,75,True
776669,572955,2025-08-20,ATL,3,1,0,0,0,0,1,2,3.0,0,3.0,16,False
776669,628452,2025-08-20,ATL,3,1,0,0,0,0,1,2,3.0,0,3.0,8,False
776669,673929,2025-08-20,CWS,2,1,0,0,0,0,0,1,2.0,0,2.0,7,False
776669,678024,2025-08-20,CWS,6,1,0,0,0,1,0,5,5.0,0,5.0,19,False
776669,685126,2025-08-20,CWS,1,0,0,0,0,0,0,1,1.0,0,1.0,6,False
776669,694462,2025-08-20,ATL,23,7,1,0,0,4,3,15,21.0,0,21.0,87,True
776670,645261,2025-08-20,MIA,29,9,1,0,1,5,7,19,21.0,2,12.0,114,True
776670,669467,2025-08-20,STL,27,4,3,2,1,8,2,18,16.0,5,12.0,93,True
776670,676534,2025-08-20,MIA,3,2,0,0,0,0,1,1,3.0,0,0.0,19,False
776670,678692,2025-08-20,MIA,3,2,0,0,0,0,0,1,3.0,0,0.0,10,False
776670,681676,2025-08-20,STL,3,1,1,0,0,0,0,1,2.0,1,0.0,17,False
776670,685107,2025-08-20,STL,4,1,0,0,0,1,1,3,3.0,0,0.0,15,False
776670,701552,2025-08-20,STL,6,1,3,0,0,0,1,2,3.0,0,0.0,35,False
776671,596295,2025-08-19,COL,20,2,2,0,2,9,3,16,9.0,7,3.0,75,True
776671,607455,2025-08-19,LAD,3,0,0,0,0,0,2,3,3.0,0,0.0,10,False
776671,623433,2025-08-19,COL,8,1,1,0,0,2,1,6,5.0,2,0.0,23,False
776671,676263,2025-08-19,LAD,4,0,0,0,0,1,1,4,3.0,0,0.0,8,False
776671,676508,2025-08-19,LAD,4,1,0,0,0,1,2,3,3.0,0,0.0,11,False
776671,683627,2025-08-19,COL,15,0,1,1,0,5,4,13,10.0,0,0.0,61,False
776671,686218,2025-08-19,LAD,25,7,2,0,2,6,5,16,18.0,4,3.0,91,True
776671,699911,2025-08-19,COL,6,0,1,0,0,2,2,5,3.0,1,0.0,21,False
776672,593958,2025-08-19,AZ,28,4,3,0,1,5,6,21,20.0,4,20.0,96,True
776672,596001,2025-08-19,CLE,3,1,0,0,0,0,0,2,3.0,0,3.0,8,False
776672,663671,2025-08-19,CLE,2,0,0,0,0,1,1,2,1.0,2,1.0,7,False
776672,676440,2025-08-19,CLE,25,5,1,1,1,7,7,18,17.0,4,17.0,92,True
776672,679775,2025-08-19,AZ,2,0,1,0,0,0,1,1,1.0,0,1.0,11,False
776672,681870,2025-08-19,CLE,1,0,0,0,0,0,1,1,1.0,0,1.0,4,False
776672,682120,2025-08-19,CLE,4,0,1,0,0,1,0,3,2.0,0,2.0,15,False
776672,685314,2025-08-19,AZ,3,1,0,0,0,0,2,2,3.0,0,3.0,9,False
776672,686228,2025-08-19,AZ,3,0,1,0,0,1,0,2,1.0,0,1.0,8,False
776672,694851,2025-08-19,AZ,5,0,1,0,0,2,1,4,2.0,1,2.0,22,False
776673,450203,2025-08-20,DET,26,8,3,0,1,3,6,14,18.0,2,3.0,94,True
776673,606160,2025-08-20,DET,3,1,0,0,0,0,0,2,3.0,0,0.0,14,False
776673,660853,2025-08-20,HOU,3,1,0,0,0,0,1,2,3.0,0,0.0,12,False
776673,663947,2025-08-20,DET,3,0,0,0,0,1,0,3,2.0,0,0.0,6,False
776673,664285,2025-08-20,HOU,25,2,4,1,0,7,6,18,15.0,5,0.0,96,True
776673,669724,2025-08-20,DET,5,1,0,0,0,1,0,4,4.0,0,0.0,22,False
776673,681869,2025-08-20,HOU,3,1,0,0,0,0,1,2,3.0,0,0.0,14,False
776673,701121,2025-08-20,HOU,3,1,0,0,0,0,0,2,3.0,0,0.0,10,False
776674,541640,2025-08-19,MIN,5,0,1,0,0,1,0,4,3.0,0,0.0,29,False
776674,657746,2025-08-19,MIN,20,6,1,0,1,7,4,13,12.0,5,11.0,87,True
776674,663687,2025-08-19,ATH,3,0,0,0,0,0,1,3,3.0,0,0.0,11,False
776674,682052,2025-08-19,ATH,24,8,1,0,2,4,5,15,18.0,3,10.0,94,True
776674,686993,2025-08-19,ATH,8,2,0,0,0,2,1,6,6.0,0,0.0,31,False
776674,701487,2025-08-19,MIN,13,3,0,0,0,3,3,10,12.0,1,1.0,54,False
776675,518876,2025-08-19,TEX,20,3,0,0,2,2,9,17,18.0,2,18.0,71,True
776675,543056,2025-08-19,TEX,2,1,0,0,0,0,1,1,2.0,0,0.0,7,False
776675,571948,2025-08-19,TEX,3,0,0,0,0,3,0,3,0.0,0,0.0,11,False
776675,607625,2025-08-19,KC,24,5,2,1,2,3,8,16,19.0,2,19.0,102,True
776675,668390,2025-08-19,TEX,7,2,1,2,1,1,0,2,4.0,3,4.0,29,False
776675,670167,2025-08-19,KC,4,0,1,0,0,0,1,3,3.0,0,0.0,11,False
776675,672582,2025-08-19,KC,6,0,1,0,0,1,0,5,5.0,0,5.0,29,False
776676,518489,2025-08-19,CHC,3,0,0,0,0,0,0,3,3.0,0,0.0,10,False
776676,552640,2025-08-19,CHC,3,0,0,0,0,0,0,3,3.0,0,0.0,10,False
776676,573124,2025-08-19,CHC,4,1,0,0,0,2,1,3,3.0,0,0.0,19,False
776676,592791,2025-08-19,CHC,24,4,1,0,0,5,4,19,18.0,1,18.0,92,True
776676,605540,2025-08-19,MIL,21,6,3,0,0,5,4,12,13.0,2,13.0,94,True
776676,676879,2025-08-19,MIL,16,3,0,0,0,4,4,13,11.0,2,3.0,50,False
776677,607074,2025-08-19,NYY,25,5,2,1,0,5,3,17,18.0,2,0.0,102,True
776677,641329,2025-08-19,TB,4,1,1,0,0,0,1,2,3.0,0,0.0,14,False
776677,643410,2025-08-19,NYY,5,0,0,1,0,0,3,4,3.0,0,0.0,13,False
776677,657612,2025-08-19,NYY,4,1,0,0,0,1,1,3,3.0,0,0.0,13,False
776677,660787,2025-08-19,NYY,7,0,1,1,0,2,1,5,3.0,1,0.0,27,False
776677,664076,2025-08-19,TB,4,1,0,0,0,1,0,3,3.0,0,0.0,18,False
776677,669358,2025-08-19,TB,18,3,2,0,5,7,6,13,9.0,6,1.0,65,True
776677,682254,2025-08-19,TB,5,1,0,0,1,2,2,4,3.0,1,0.0,19,False
776677,693855,2025-08-19,TB,16,4,2,0,3,6,3,10,9.0,6,0.0,62,False
776678,592773,2025-08-19,NYM,4,0,0,0,0,1,2,4,3.0,0,0.0,12,False
776678,656849,2025-08-19,NYM,27,10,1,0,0,4,3,16,24.0,1,6.0,96,True
776678,663455,2025-08-19,WSH,6,1,2,0,1,1,2,3,3.0,1,0.0,25,False
776678,663623,2025-08-19,WSH,28,3,3,0,2,8,8,22,18.0,6,8.0,102,True
776678,671131,2025-08-19,WSH,4,0,0,0,1,1,2,4,3.0,1,0.0,20,False
776678,676571,2025-08-19,WSH,4,2,0,0,0,1,1,2,3.0,0,0.0,12,False
776679,453286,2025-08-19,TOR,24,4,3,0,0,4,5,17,18.0,1,0.0,104,True
776679,656546,2025-08-19,TOR,3,1,0,0,0,0,1,2,3.0,0,0.0,9,False
776679,656605,2025-08-19,PIT,20,4,3,1,1,7,2,12,10.0,5,1.0,85,True
776679,667297,2025-08-19,TOR,5,2,0,0,0,2,0,3,3.0,1,0.0,23,False
776679,670059,2025-08-19,PIT,8,1,1,0,1,2,4,6,5.0,2,0.0,33,False
776679,670990,2025-08-19,PIT,9,3,0,0,0,0,1,6,9.0,0,0.0,39,False
776679,681895,2025-08-19,PIT,4,1,0,0,0,1,1,3,3.0,0,0.0,15,False
776679,686973,2025-08-19,TOR,5,1,0,0,0,2,0,4,3.0,1,0.0,14,False
776680,502085,2025-08-19,PHI,3,2,0,0,0,0,0,1,3.0,0,3.0,14,False
776680,621381,2025-08-19,PHI,1,0,0,0,0,0,1,1,1.0,0,1.0,2,False
776680,642100,2025-08-19,SEA,3,0,0,0,0,0,0,3,3.0,0,3.0,11,False
776680,650911,2025-08-19,PHI,27,12,2,0,0,6,5,13,19.0,1,12.0,96,True
776680,660825,2025-08-19,SEA,4,1,0,0,0,1,2,3,3.0,0,0.0,12,False
776680,661395,2025-08-19,PHI,3,1,0,0,0,0,0,2,3.0,0,3.0,12,False
776680,666374,2025-08-19,SEA,6,1,1,0,1,2,2,4,3.0,2,3.0,22,False
776680,682243,2025-08-19,SEA,22,4,2,0,2,4,4,15,15.0,4,11.0,86,True
776680,689147,2025-08-19,PHI,4,0,2,0,0,1,0,2,1.0,3,0.0,13,False
776681,605130,2025-08-18,CIN,5,4,1,0,0,0,0,0,4.0,0,0.0,25,False
776681,605177,2025-08-18,LAA,3,1,0,0,0,0,0,2,3.0,0,3.0,14,False
776681,608334,2025-08-18,LAA,7,2,0,0,0,1,2,5,6.0,1,1.0,27,False
776681,663903,2025-08-18,CIN,23,4,1,0,0,6,4,18,18.0,1,18.0,88,True
776681,682825,2025-08-18,CIN,4,0,1,0,0,1,0,3,2.0,0,0.0,24,False
776681,682989,2025-08-18,LAA,27,3,3,0,1,9,7,21,15.0,3,15.0,95,True
776681,683175,2025-08-18,CIN,5,2,1,0,0,1,1,2,3.0,0,3.0,19,False
776681,820862,2025-08-18,LAA,4,2,0,0,0,1,0,2,3.0,0,3.0,18,False
776682,595928,2025-08-18,AZ,6,1,0,0,0,0,2,5,6.0,0,0.0,19,False
776682,668678,2025-08-18,AZ,23,3,0,0,2,5,8,20,18.0,3,13.0,91,True
776682,668909,2025-08-18,CLE,22,5,1,1,0,4,4,15,16.0,0,12.0,99,True
776682,670036,2025-08-18,CLE,3,0,1,0,0,0,1,2,2.0,0,0.0,14,False
776682,671922,2025-08-18,CLE,5,2,1,0,0,1,0,2,3.0,1,1.0,18,False
776682,679775,2025-08-18,AZ,3,0,0,0,0,0,0,3,3.0,0,0.0,16,False
776682,681870,2025-08-18,CLE,2,1,0,0,0,0,0,1,2.0,0,0.0,5,False
776682,683769,2025-08-18,CLE,6,1,1,0,0,1,2,4,4.0,0,0.0,21,False
776683,592662,2025-08-18,SF,26,6,1,1,1,3,9,18,20.0,3,0.0,105,True
776683,593974,2025-08-18,SD,4,1,1,0,0,0,0,2,3.0,0,3.0,17,False
776683,641482,2025-08-18,SD,27,5,4,0,3,7,9,18,17.0,4,1.0,90,True
776683,676254,2025-08-18,SF,5,1,0,0,0,2,0,4,4.0,0,4.0,17,False
776683,678495,2025-08-18,SF,4,0,0,0,0,1,2,4,3.0,0,3.0,23,False
776683,688158,2025-08-18,SD,5,3,1,0,0,0,1,1,4.0,0,0.0,19,False
776683,695243,2025-08-18,SD,4,1,0,0,0,1,0,3,3.0,0,3.0,19,False
776684,458677,2025-08-19,BOS,3,0,0,0,0,2,1,3,1.0,2,1.0,15,False
776684,547973,2025-08-19,BOS,4,3,1,0,0,0,0,0,3.0,0,3.0,13,False
776684,571927,2025-08-19,BOS,5,2,0,1,0,0,1,2,4.0,0,4.0,15,False
776684,608372,2025-08-19,BAL,20,3,0,0,0,5,3,17,15.0,0,15.0,85,True
776684,621111,2025-08-19,BOS,20,4,4,0,0,4,4,12,12.0,0,12.0,75,True
776684,656686,2025-08-19,BAL,3,0,0,0,0,0,2,3,3.0,0,3.0,10,False
776684,657514,2025-08-19,BOS,3,0,0,0,0,0,0,3,3.0,0,3.0,6,False
776684,663855,2025-08-19,BOS,4,1,1,0,0,0,0,2,3.0,0,3.0,18,False
776684,666974,2025-08-19,BAL,4,0,1,1,0,0,0,2,3.0,0,3.0,12,False
776684,669211,2025-08-19,BAL,6,0,0,0,0,0,1,6,6.0,0,6.0,19,False
776684,669704,2025-08-19,BAL,3,0,1,0,0,2,0,2,0.0,0,0.0,9,False
776684,669711,2025-08-19,BOS,4,2,0,0,0,0,1,2,4.0,0,4.0,18,False
776684,670329,2025-08-19,BAL,3,3,0,0,0,0,0,0,3.0,0,3.0,12,False
776684,676477,2025-08-19,BOS,4,0,1,0,0,0,1,3,3.0,1,3.0,16,False
776684,682274,2025-08-19,BAL,8,2,4,0,1,1,0,2,3.0,2,3.0,34,False
776685,640448,2025-08-19,DET,3,1,0,0,0,0,0,2,3.0,0,3.0,16,False
776685,650556,2025-08-19,HOU,4,0,0,0,0,0,3,4,3.0,0,3.0,18,False
776685,656986,2025-08-19,HOU,3,2,0,0,0,0,1,1,3.0,0,3.0,15,False
776685,669373,2025-08-19,DET,24,10,2,0,0,3,4,12,21.0,0,21.0,95,True
